occurrenceID,eventID,sex,lifeStage,scientificName,kingdom,phylum,class,order,family,genus
PSZMP-OCC-021822TDBV1412-182771-PARACALANUS-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021822TDBV1412-182770-PARACALANUS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-021822TDBV1412-182762-PLEUROMAMMA-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Pleuromamma,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma
PSZMP-OCC-021822TDBV1412-182765-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-021822TDBV1412,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822TDBV1412-182767-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-021822TDBV1412,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822TDBV1412-182763-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822TDBV1412-182764-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822TDBV1412-182768-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-021822TDBV1412,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-021822TDBV1412-182773-TORTANUS_DISCAUDATUS-COPEPODITES-I,PSZMP-SMP-021822TDBV1412,indeterminate,copepodites,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-022322LSNT01D1055-181658-CALANUS-COPEPODITES_C5-I,PSZMP-SMP-022322LSNT01D1055,indeterminate,copepodites C5 plus adults,Calanus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322LSNT01V1034-193310-ACARTIA-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Acartia,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022322LSNT01V1034-193309-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022322LSNT01V1034-193296-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022322LSNT01V1034-193311-AETIDEUS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022322LSNT01V1034-193288-AETIDEUS-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022322LSNT01V1034-193323-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322LSNT01V1034-193313-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322LSNT01V1034-193291-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322LSNT01V1034-193312-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322LSNT01V1034-193299-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022322LSNT01V1034-193301-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-022322LSNT01V1034,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022322LSNT01V1034-193298-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022322LSNT01V1034-193319-EUCALANUS_BUNGII-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Eucalanus bungii,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus
PSZMP-OCC-022322LSNT01V1034-193292-METRIDIA_PACIFICA-COPEPODITES_C1-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites C1,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-022322LSNT01V1034-193286-MICROCALANUS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022322LSNT01V1034-193290-MICROCALANUS-ADULT-M,PSZMP-SMP-022322LSNT01V1034,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022322LSNT01V1034-193283-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022322LSNT01V1034-193302-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022322LSNT01V1034-193300-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-022322LSNT01V1034,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022322LSNT01V1034-193282-PARACALANUS-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022322LSNT01V1034-193295-PARACALANUS-ADULT-M,PSZMP-SMP-022322LSNT01V1034,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022322LSNT01V1034-193287-PARACALANUS-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022322LSNT01V1034-193294-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-022322LSNT01V1034,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322LSNT01V1034-193284-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322LSNT01V1034-193289-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322LSNT01V1034-193285-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-022322LSNT01V1034,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322LSNT01V1034-193297-SCOLECITHRICELLA-COPEPODITES-I,PSZMP-SMP-022322LSNT01V1034,indeterminate,copepodites,Scolecithricella,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-022322LSNT01V1034-193293-TORTANUS_DISCAUDATUS-ADULT-M,PSZMP-SMP-022322LSNT01V1034,male,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-022322NSEX01V1227-188560-AETIDEUS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022322NSEX01V1227-188566-AETIDEUS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022322NSEX01V1227-188588-BRADYIDIUS_SAANICHI-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Bradyidius saanichi,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius
PSZMP-OCC-022322NSEX01V1227-188547-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188561-CALANUS_MARSHALLAE-COPEPODITES_C1-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites C1,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188592-CALANUS_MARSHALLAE-COPEPODITES_C3-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites C3,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188543-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188544-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188600-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188559-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022322NSEX01V1227-188571-CENTROPAGES_ABDOMINALIS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-022322NSEX01V1227-188590-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022322NSEX01V1227-188577-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022322NSEX01V1227-188587-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022322NSEX01V1227-188545-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-022322NSEX01V1227-188598-METRIDIA_PACIFICA-COPEPODITES_C3-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites C3,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-022322NSEX01V1227-188573-MICROCALANUS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022322NSEX01V1227-188589-MICROCALANUS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022322NSEX01V1227-188574-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022322NSEX01V1227-188584-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022322NSEX01V1227-188581-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022322NSEX01V1227-188580-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022322NSEX01V1227-188579-PARACALANUS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022322NSEX01V1227-188575-PARACALANUS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022322NSEX01V1227-188541-PARAEUCHAETA_ELONGATA-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Paraeuchaeta elongata,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta
PSZMP-OCC-022322NSEX01V1227-188602-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322NSEX01V1227-188582-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322NSEX01V1227-188578-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322NSEX01V1227-188601-PSEUDOCALANUS_MIMUS-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322NSEX01V1227-188586-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322NSEX01V1227-188576-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022322NSEX01V1227-188583-SCOLECITHRICELLA_MINOR-ADULT-F,PSZMP-SMP-022322NSEX01V1227,female,adult,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
PSZMP-OCC-022322NSEX01V1227-188569-TORTANUS-EGGS-I,PSZMP-SMP-022322NSEX01V1227,indeterminate,eggs,Tortanus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-022322NSEX01V1227-188553-TORTANUS_DISCAUDATUS-ADULT-M,PSZMP-SMP-022322NSEX01V1227,male,adult,Tortanus discaudatus,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus
PSZMP-OCC-022422KSBP01D1032-181682-CALANUS-COPEPODITES_C5-I,PSZMP-SMP-022422KSBP01D1032,indeterminate,copepodites C5 plus adults,Calanus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022422KSBP01V1012-183964-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022422KSBP01V1012-183965-ACARTIA_HUDSONICA-COPEPODITES-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022422KSBP01V1012-183958-AETIDEUS-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022422KSBP01V1012-183975-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022422KSBP01V1012-183960-CALANUS_MARSHALLAE-COPEPODITES_C5-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites C5,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022422KSBP01V1012-183976-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022422KSBP01V1012-183959-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022422KSBP01V1012-183969-CENTROPAGES_ABDOMINALIS-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Centropages abdominalis,Animalia,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
PSZMP-OCC-022422KSBP01V1012-183956-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022422KSBP01V1012-183955-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022422KSBP01V1012-183957-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-022422KSBP01V1012-183971-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-022422KSBP01V1012-183962-METRIDIA_PACIFICA-COPEPODITES_C3-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites C3,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-022422KSBP01V1012-183942-METRIDIA_PACIFICA-COPEPODITES_C4-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites C4,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-022422KSBP01V1012-183936-MICROCALANUS-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022422KSBP01V1012-183940-MICROCALANUS-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022422KSBP01V1012-183937-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-022422KSBP01V1012-183953-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022422KSBP01V1012-183954-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022422KSBP01V1012-183952-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-022422KSBP01V1012-183941-PARACALANUS-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022422KSBP01V1012-183963-PARACALANUS-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022422KSBP01V1012-183939-PARACALANUS-COPEPODITES-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-022422KSBP01V1012-183966-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-022422KSBP01V1012,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022422KSBP01V1012-183938-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-022422KSBP01V1012,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022422KSBP01V1012-183934-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022422KSBP01V1012-183935-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-022422KSBP01V1012,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-022522ADID1414-181768-CALANUS-COPEPODITES_C5-I,PSZMP-SMP-022522ADID1414,indeterminate,copepodites C5 plus adults,Calanus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022522ADIV1448-182891-ACARTIA_HUDSONICA-ADULT-F,PSZMP-SMP-022522ADIV1448,female,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022522ADIV1448-182893-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-022522ADIV1448,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022522ADIV1448-182863-ACARTIA_HUDSONICA-COPEPODITES-I,PSZMP-SMP-022522ADIV1448,indeterminate,copepodites,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022522ADIV1448-182853-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-022522ADIV1448,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022522ADIV1448-182858-ACARTIA_LONGIREMIS-ADULT-M,PSZMP-SMP-022522ADIV1448,male,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022522ADIV1448-182889-ACARTIA_LONGIREMIS-COPEPODITES-I,PSZMP-SMP-022522ADIV1448,indeterminate,copepodites,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-022522ADIV1448-182894-AETIDEUS-ADULT-F,PSZMP-SMP-022522ADIV1448,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022522ADIV1448-182856-AETIDEUS-COPEPODITES-I,PSZMP-SMP-022522ADIV1448,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-022522ADIV1448-182892-CALANUS_MARSHALLAE-ADULT-F,PSZMP-SMP-022522ADIV1448,female,adult,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022522ADIV1448-182895-CALANUS_MARSHALLAE-COPEPODITES_C1-I,PSZMP-SMP-022522ADIV1448,indeterminate,copepodites C1,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022522ADIV1448-182902-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-022522ADIV1448,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022522ADIV1448-182904-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-022522ADIV1448,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-022522ADIV1448-182867-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-022522ADIV1448,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
